,,,,,,Distance.Time,
"3233|""3233""|""11250 S Halsted St", Chicago,IL 60628,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""12098""|""3727""|""OK""",
"3234|""3234""|""845 W Wilson Ave", Chicago,IL 60640,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""26230""|""4202""|""OK""",
"3235|""3235""|""200 E 115th St", Chicago,IL 60628,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""15016""|""3922""|""OK""",
"3236|""3236""|""4909 W Division St #411", Chicago,IL 60651,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""21559""|""5326""|""OK""",
"3237|""3237""|""2849 N Clark St 1st Fl", Chicago,IL 60657,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""21307""|""4238""|""OK""",
"3238|""3238""|""29 E Madison St", Chicago,IL 60602,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""16435""|""1802""|""OK""",
"3239|""3239""|""641 W 63rd St", Chicago,IL 60637,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""2555""|""875""|""OK""",
"3240|""3240""|""18 S Michigan Ave", Chicago,IL 60603,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""16211""|""2350""|""OK""",
"3241|""3241""|""400 W 76th St #100", Chicago,IL 60620,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""5771""|""1803""|""OK""",
"3242|""3242""|""1642 W 59th St 2nd Fl", Chicago,IL 60636,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""1661""|""609""|""OK""",
"3243|""3243""|""2525 E 83rd St", Chicago,IL 60617,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""12275""|""4225""|""OK""",
"3244|""3244""|""8550 S Manistee Ave", Chicago,IL 60617,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""13852""|""4359""|""OK""",
"3245|""3245""|""2320 E 93rd St", Chicago,IL 60617,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""15682""|""3942""|""OK""",
"3246|""3246""|""8910 S Commercial Ave", Chicago,IL 60617,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""14832""|""4044""|""OK""",
"3247|""3247""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""14856""|""2515""|""OK""",
"3248|""3248""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""8672""|""3025""|""OK""",
"3249|""3249""|""251 E Huron St 9th Fl",Suite 940, Chicago,IL 60611,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""17293""|""3271""|""OK"""
"3250|""3250""|""150 E Huron St #825", Chicago,IL 60611,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""17118""|""3138""|""OK""",
"3251|""3251""|""1200 N LaSalle Dr", Chicago,IL 60610,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""17700""|""2984""|""OK""",
"3252|""3252""|""1276 N Clybourn Ave", Chicago,IL 60610,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""20106""|""3613""|""OK""",
"3253|""3253""|""233 E Erie St #602", Chicago,IL 60611,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""16761""|""3264""|""OK""",
"3254|""3254""|""328 S Jefferson St #770", Chicago,IL 60661,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""16155""|""3558""|""OK""",
"3255|""3255""|""22 N Sangamon St", Chicago,IL 60607,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""19020""|""2903""|""OK""",
"3256|""3256""|""1460 N Halsted St #201", Chicago,IL 60642,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""19614""|""3241""|""OK""",
"3257|""3257""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""9219""|""2528""|""OK""",
"3258|""3258""|""1701 W Superior St 2nd Fl", Chicago,IL 60622,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""14226""|""3540""|""OK""",
"3259|""3259""|""2020 W Harrison St", Chicago,IL 60612,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""12273""|""3394""|""OK""",
"3260|""3260""|""1152 N Milwaukee Ave", Chicago,IL 60642,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""14970""|""3630""|""OK""",
"3261|""3261""|""2409 W Warren Blvd", Chicago,IL 60612,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""13472""|""3526""|""OK""",
"3262|""3262""|""1925 N Clybourn Ave #401", Chicago,IL 60614,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""20190""|""3665""|""OK""",
"3263|""3263""|""2020 N Clybourn Ave", Chicago,IL 60614,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""16971""|""4440""|""OK""",
"3264|""3264""|""1350 W 103rd St", Chicago,IL 60643,"USA""|""1630 W 65th St", Chicago,IL 60636,"USA""|""9948""|""3454""|""OK""",
"3265|""3265""|""8751 S Greenwood Ave #106", Chicago,IL 60619,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""9014""|""2609""|""OK""",
"3266|""3266""|""111 N Wabash Ave STE 1514", Chicago,IL 60602,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""14378""|""1765""|""OK""",
"3267|""3267""|""111 N Wabash Ave STE 1710", Chicago,IL 60602,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""14378""|""1765""|""OK""",
"3268|""3268""|""7200 S Ingleside Ave", Chicago,IL 60619,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""4953""|""1827""|""OK""",
"3269|""3269""|""500 E 51st St Rm 7067", Chicago,IL 60615,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""5233""|""960""|""OK""",
"3270|""3270""|""5401 S Wentworth Ave", Chicago,IL 60609,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""3497""|""1418""|""OK""",
"3271|""3271""|""641 W 63rd St", Chicago,IL 60637,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""450""|""324""|""OK""",
"3272|""3272""|""654 E 47th St", Chicago,IL 60653,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""6393""|""1325""|""OK""",
"3273|""3273""|""4259 S Berkeley Ave", Chicago,IL 60653,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""7998""|""2197""|""OK""",
"3274|""3274""|""6059 S Ashland Ave", Chicago,IL 60636,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""2461""|""724""|""OK""",
"3275|""3275""|""8300 S Brandon Ave", Chicago,IL 60617,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""11486""|""3501""|""OK""",
"3276|""3276""|""8234 S Ashland Ave", Chicago,IL 60620,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""6440""|""1894""|""OK""",
"3277|""3277""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""11885""|""2010""|""OK""",
"3278|""3278""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""7356""|""2040""|""OK""",
"3279|""3279""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""8181""|""2050""|""OK""",
"3280|""3280""|""3450 S Archer Ave", Chicago,IL 60608,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""19700""|""2994""|""OK""",
"3281|""3281""|""1817 S Loomis St", Chicago,IL 60608,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""14417""|""2901""|""OK""",
"3282|""3282""|""2533 W Cermak Rd", Chicago,IL 60608,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""16159""|""3119""|""OK""",
"3283|""3283""|""200 E 115th St", Chicago,IL 60628,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""12775""|""3576""|""OK""",
"3284|""3284""|""11250 S Halsted St", Chicago,IL 60628,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""10311""|""2547""|""OK""",
"3285|""3285""|""845 W Wilson Ave", Chicago,IL 60640,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""24917""|""4053""|""OK""",
"3286|""3286""|""200 E 115th St", Chicago,IL 60628,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""12775""|""3576""|""OK""",
"3287|""3287""|""4909 W Division St #411", Chicago,IL 60651,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""26630""|""4004""|""OK""",
"3288|""3288""|""2849 N Clark St 1st Fl", Chicago,IL 60657,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""22770""|""3915""|""OK""",
"3289|""3289""|""29 E Madison St", Chicago,IL 60602,"USA""|""6413 S Union Ave", Chicago,IL 60621,"USA""|""13677""|""1494""|""OK""",
"3290|""3290""|""641 W 63rd St", Chicago,IL 60637,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""450""|""324""|""OK""",
"3291|""3291""|""18 S Michigan Ave", Chicago,IL 60603,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""14280""|""1933""|""OK""",
"3292|""3292""|""400 W 76th St #100", Chicago,IL 60620,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""3473""|""1216""|""OK""",
"3293|""3293""|""1642 W 59th St 2nd Fl", Chicago,IL 60636,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""3011""|""1158""|""OK""",
"3294|""3294""|""2525 E 83rd St", Chicago,IL 60617,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""10909""|""3741""|""OK""",
"3295|""3295""|""8550 S Manistee Ave", Chicago,IL 60617,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""12421""|""3373""|""OK""",
"3296|""3296""|""2320 E 93rd St", Chicago,IL 60617,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""17779""|""3905""|""OK""",
"3297|""3297""|""8910 S Commercial Ave", Chicago,IL 60617,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""13066""|""3777""|""OK""",
"3298|""3298""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""11885""|""2010""|""OK""",
"3299|""3299""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""7356""|""2040""|""OK""",
"3300|""3300""|""251 E Huron St 9th Fl",Suite 940, Chicago,IL 60611,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""16388""|""2791""|""OK"""
"3301|""3301""|""150 E Huron St #825", Chicago,IL 60611,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""16212""|""2662""|""OK""",
"3302|""3302""|""1200 N LaSalle Dr", Chicago,IL 60610,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""17033""|""2954""|""OK""",
"3303|""3303""|""1276 N Clybourn Ave", Chicago,IL 60610,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""19176""|""3409""|""OK""",
"3304|""3304""|""233 E Erie St #602", Chicago,IL 60611,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""16433""|""2824""|""OK""",
"3305|""3305""|""328 S Jefferson St #770", Chicago,IL 60661,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""15558""|""2639""|""OK""",
"3306|""3306""|""22 N Sangamon St", Chicago,IL 60607,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""17090""|""2486""|""OK""",
"3307|""3307""|""1460 N Halsted St #201", Chicago,IL 60642,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""18947""|""3211""|""OK""",
"3308|""3308""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""8181""|""2050""|""OK""",
"3309|""3309""|""1701 W Superior St 2nd Fl", Chicago,IL 60622,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""19629""|""3420""|""OK""",
"3310|""3310""|""2020 W Harrison St", Chicago,IL 60612,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""20180""|""3255""|""OK""",
"3311|""3311""|""1152 N Milwaukee Ave", Chicago,IL 60642,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""19026""|""2846""|""OK""",
"3312|""3312""|""2409 W Warren Blvd", Chicago,IL 60612,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""21446""|""3254""|""OK""",
"3313|""3313""|""1925 N Clybourn Ave #401", Chicago,IL 60614,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""20602""|""3490""|""OK""",
"3314|""3314""|""2020 N Clybourn Ave", Chicago,IL 60614,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""20778""|""3643""|""OK""",
"3315|""3315""|""1350 W 103rd St", Chicago,IL 60643,"USA""|""6407 S Union Ave", Chicago,IL 60621,"USA""|""9551""|""2637""|""OK""",
"3316|""3316""|""8751 S Greenwood Ave #106", Chicago,IL 60619,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""5066""|""2012""|""OK""",
"3317|""3317""|""111 N Wabash Ave STE 1514", Chicago,IL 60602,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""14324""|""2380""|""OK""",
"3318|""3318""|""111 N Wabash Ave STE 1710", Chicago,IL 60602,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""14324""|""2380""|""OK""",
"3319|""3319""|""7200 S Ingleside Ave", Chicago,IL 60619,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""1807""|""762""|""OK""",
"3320|""3320""|""500 E 51st St Rm 7067", Chicago,IL 60615,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""4773""|""1245""|""OK""",
"3321|""3321""|""5401 S Wentworth Ave", Chicago,IL 60609,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""5086""|""1552""|""OK""",
"3322|""3322""|""641 W 63rd St", Chicago,IL 60637,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""4275""|""1856""|""OK""",
"3323|""3323""|""654 E 47th St", Chicago,IL 60653,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""5974""|""1680""|""OK""",
"3324|""3324""|""4259 S Berkeley Ave", Chicago,IL 60653,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""7691""|""2212""|""OK""",
"3325|""3325""|""6059 S Ashland Ave", Chicago,IL 60636,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""6741""|""2680""|""OK""",
"3326|""3326""|""8300 S Brandon Ave", Chicago,IL 60617,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""7883""|""1946""|""OK""",
"3327|""3327""|""8234 S Ashland Ave", Chicago,IL 60620,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""6764""|""2455""|""OK""",
"3328|""3328""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""9935""|""2511""|""OK""",
"3329|""3329""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""8615""|""2588""|""OK""",
"3330|""3330""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""16157""|""2498""|""OK""",
"3331|""3331""|""3450 S Archer Ave", Chicago,IL 60608,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""12659""|""2601""|""OK""",
"3332|""3332""|""1817 S Loomis St", Chicago,IL 60608,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""14152""|""3231""|""OK""",
"3333|""3333""|""2533 W Cermak Rd", Chicago,IL 60608,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""15894""|""3484""|""OK""",
"3334|""3334""|""200 E 115th St", Chicago,IL 60628,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""10667""|""2539""|""OK""",
"3335|""3335""|""11250 S Halsted St", Chicago,IL 60628,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""11184""|""2763""|""OK""",
"3336|""3336""|""845 W Wilson Ave", Chicago,IL 60640,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""25714""|""3632""|""OK""",
"3337|""3337""|""200 E 115th St", Chicago,IL 60628,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""10667""|""2539""|""OK""",
"3338|""3338""|""4909 W Division St #411", Chicago,IL 60651,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""26576""|""4739""|""OK""",
"3339|""3339""|""2849 N Clark St 1st Fl", Chicago,IL 60657,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""20792""|""3668""|""OK""",
"3340|""3340""|""29 E Madison St", Chicago,IL 60602,"USA""|""7201 S Calumet Ave", Chicago,IL 60619,"USA""|""15114""|""1463""|""OK""",
"3341|""3341""|""641 W 63rd St", Chicago,IL 60637,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""4275""|""1856""|""OK""",
"3342|""3342""|""18 S Michigan Ave", Chicago,IL 60603,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""14226""|""2548""|""OK""",
"3343|""3343""|""400 W 76th St #100", Chicago,IL 60620,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""4152""|""1286""|""OK""",
"3344|""3344""|""1642 W 59th St 2nd Fl", Chicago,IL 60636,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""8879""|""2607""|""OK""",
"3345|""3345""|""2525 E 83rd St", Chicago,IL 60617,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""9130""|""2576""|""OK""",
"3346|""3346""|""8550 S Manistee Ave", Chicago,IL 60617,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""9337""|""2443""|""OK""",
"3347|""3347""|""2320 E 93rd St", Chicago,IL 60617,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""10275""|""2256""|""OK""",
"3348|""3348""|""8910 S Commercial Ave", Chicago,IL 60617,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""9463""|""2222""|""OK""",
"3349|""3349""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""9935""|""2511""|""OK""",
"3350|""3350""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""8615""|""2588""|""OK""",
"3351|""3351""|""251 E Huron St 9th Fl",Suite 940, Chicago,IL 60611,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""15557""|""3977""|""OK"""
"3352|""3352""|""150 E Huron St #825", Chicago,IL 60611,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""15381""|""3848""|""OK""",
"3353|""3353""|""1200 N LaSalle Dr", Chicago,IL 60610,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""17185""|""2414""|""OK""",
"3354|""3354""|""1276 N Clybourn Ave", Chicago,IL 60610,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""19591""|""3043""|""OK""",
"3355|""3355""|""233 E Erie St #602", Chicago,IL 60611,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""15602""|""4010""|""OK""",
"3356|""3356""|""328 S Jefferson St #770", Chicago,IL 60661,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""15538""|""3250""|""OK""",
"3357|""3357""|""22 N Sangamon St", Chicago,IL 60607,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""17036""|""3101""|""OK""",
"3358|""3358""|""1460 N Halsted St #201", Chicago,IL 60642,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""19099""|""2671""|""OK""",
"3359|""3359""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""16157""|""2498""|""OK""",
"3360|""3360""|""1701 W Superior St 2nd Fl", Chicago,IL 60622,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""19575""|""3975""|""OK""",
"3361|""3361""|""2020 W Harrison St", Chicago,IL 60612,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""18219""|""3315""|""OK""",
"3362|""3362""|""1152 N Milwaukee Ave", Chicago,IL 60642,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""18947""|""3206""|""OK""",
"3363|""3363""|""2409 W Warren Blvd", Chicago,IL 60612,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""21391""|""3869""|""OK""",
"3364|""3364""|""1925 N Clybourn Ave #401", Chicago,IL 60614,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""19675""|""3095""|""OK""",
"3365|""3365""|""2020 N Clybourn Ave", Chicago,IL 60614,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""20056""|""3392""|""OK""",
"3366|""3366""|""1350 W 103rd St", Chicago,IL 60643,"USA""|""7232 S King Dr", Chicago,IL 60619,"USA""|""10699""|""2482""|""OK""",
"3367|""3367""|""8751 S Greenwood Ave #106", Chicago,IL 60619,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""11578""|""3395""|""OK""",
"3368|""3368""|""111 N Wabash Ave STE 1514", Chicago,IL 60602,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""21472""|""3203""|""OK""",
"3369|""3369""|""111 N Wabash Ave STE 1710", Chicago,IL 60602,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""21472""|""3203""|""OK""",
"3370|""3370""|""7200 S Ingleside Ave", Chicago,IL 60619,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""11767""|""3886""|""OK""",
"3371|""3371""|""500 E 51st St Rm 7067", Chicago,IL 60615,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""14800""|""4051""|""OK""",
"3372|""3372""|""5401 S Wentworth Ave", Chicago,IL 60609,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""12518""|""3329""|""OK""",
"3373|""3373""|""641 W 63rd St", Chicago,IL 60637,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""10098""|""3468""|""OK""",
"3374|""3374""|""654 E 47th St", Chicago,IL 60653,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""16001""|""4486""|""OK""",
"3375|""3375""|""4259 S Berkeley Ave", Chicago,IL 60653,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""17565""|""5260""|""OK""",
"3376|""3376""|""6059 S Ashland Ave", Chicago,IL 60636,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""8472""|""2784""|""OK""",
"3377|""3377""|""8300 S Brandon Ave", Chicago,IL 60617,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""15291""|""4578""|""OK""",
"3378|""3378""|""8234 S Ashland Ave", Chicago,IL 60620,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""5464""|""1773""|""OK""",
"3379|""3379""|""2525 S Michigan Ave", Chicago,IL 60616,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""18704""|""4685""|""OK""",
"3380|""3380""|""9718 S Halsted St", Chicago,IL 60628,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""10785""|""3065""|""OK""",
"3381|""3381""|""2517 S Archer Ave", Chicago,IL 60608,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""15629""|""2979""|""OK""",
"3382|""3382""|""3450 S Archer Ave", Chicago,IL 60608,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""12885""|""3543""|""OK""",
"3383|""3383""|""1817 S Loomis St", Chicago,IL 60608,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""23534""|""3823""|""OK""",
"3384|""3384""|""2533 W Cermak Rd", Chicago,IL 60608,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""14880""|""3639""|""OK""",
"3385|""3385""|""200 E 115th St", Chicago,IL 60628,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""16204""|""4380""|""OK""",
"3386|""3386""|""11250 S Halsted St", Chicago,IL 60628,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""13740""|""3597""|""OK""",
"3387|""3387""|""845 W Wilson Ave", Chicago,IL 60640,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""34250""|""5793""|""OK""",
"3388|""3388""|""200 E 115th St", Chicago,IL 60628,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""16204""|""4380""|""OK""",
"3389|""3389""|""4909 W Division St #411", Chicago,IL 60651,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""25371""|""6407""|""OK""",
"3390|""3390""|""2849 N Clark St 1st Fl", Chicago,IL 60657,"USA""|""3451 W Columbus Ave", Chicago,IL 60652,"USA""|""31651""|""5697""|""OK""",
"3391|""3391""|""29 E Madison St", Chicago,IL 60602,"USA""|""3448 W Columbus Ave", Chicago,IL 60652,"USA""|""21451""|""2319""|""OK""",
